epoch,train_loss,val_loss
1,0.0356820176859371,0.007426737993955612
2,0.0057718426477713644,0.004096311330795288
3,0.003786159099125471,0.003314128890633583
4,0.002990246063373128,0.00270791407674551
5,0.002583915581468676,0.002709922753274441
6,0.002211790592944036,0.002328584529459477
7,0.0019843720021795056,0.002145307883620262
8,0.0018591220017339363,0.0020590141415596014
9,0.0016904071461958964,0.0019086293876171114
10,0.0015657210692030484,0.0018080189824104308
11,0.0015764637071578231,0.002206369675695896
12,0.001457632565107502,0.0017254671081900596
13,0.001381640673660841,0.001819179579615593
14,0.0013344848497969205,0.0017131846398115158
15,0.0012403321070749251,0.0015302621759474275
16,0.001433177194634422,0.0021356159821152693
17,0.0012780774812229346,0.0017453277483582494
18,0.0012072512849432525,0.001553402841091156
19,0.0011924008121255972,0.001447118166834116
20,0.0011041788536994184,0.0014240114018321038
21,0.0010724294869626154,0.0014788591302931306
22,0.001054159686213634,0.0016283122822642324
23,0.0010608029170114486,0.0014935717917978766
24,0.0011061662044681486,0.0016522549092769622
25,0.0010981597617024284,0.01589634418487549
26,0.0012298248341826145,0.0014094007201492784
27,0.0010570564963778512,0.0020686011761426927
28,0.0010298744576876279,0.006404215097427368
29,0.001000133816336022,0.001266704872250557
30,0.000995457111323466,0.0013084856793284414
31,0.0010948774755978193,0.001321286614984274
32,0.0010620133310067848,0.0013320962898433204
33,0.0009500555327681244,0.0012471350841224194
34,0.0010422145734067822,0.0012978928163647652
35,0.0009631133470378938,0.001360856555402279
36,0.000970525147973514,0.0012998109683394431
37,0.0008847216357950304,0.0016765266656875606
38,0.0009142731423260736,0.0018745850771665566
39,0.0010123854411430047,0.001985478214919567
40,0.0009958378848482351,0.0012375474907457829
41,0.0008991920068615773,0.0012784301303327085
42,0.0008520004568529911,0.0017114896327257154
43,0.0008700497326303701,0.001132587157189846
44,0.00082892472626733,0.0011320257559418675
45,0.000813295912058627,0.0011104531586170194
46,0.0007950513333570763,0.0011304916813969616
47,0.000788788265380703,0.001064643356949091
48,0.0007893930448860418,0.001209511887282133
49,0.0007904096216451926,0.0010925655253231526
50,0.0007701111255122013,0.0010815206915140152
51,0.0007602818554542102,0.0011119687929749488
52,0.0007508704286129747,0.001030771527439356
53,0.000761401213583399,0.0011495507322251794
54,0.0007436461746692657,0.0010432573966681958
55,0.0007417324136515133,0.0010127528570592404
56,0.0007538829670577753,0.0012731177732348445
57,0.0007248966664564414,0.0010070324875414366
58,0.000720067102400983,0.0009991605766117573
59,0.0007305972155977467,0.0009818467311561107
60,0.0007224851211563485,0.000972889456897974
61,0.0007195350576619633,0.0009685114026069641
62,0.0006996575193326983,0.001004705112427473
63,0.000709942374073091,0.0011661439202725887
64,0.000697571967468887,0.0009484280832111836
65,0.0006951234135471406,0.0010584584437310694
66,0.0007062270993092023,0.0009918753057718275
67,0.0006925540625071918,0.00103293489664793
68,0.0006920832102415991,0.0009900675155222415
69,0.0007037338419038741,0.0009870178997516633
70,0.0006707757100707195,0.0009530311450362207
71,0.000676383981939222,0.05642925500869751
72,0.000702245618964805,0.0012970374897122382
73,0.0006829229656790122,0.0010340813547372817
74,0.0006755255773419237,0.0009468271397054196
75,0.000677736934091224,0.0009605152532458307
76,0.000682113844840253,0.0010385547764599325
77,0.0006683455993894671,0.0009376103989779947
78,0.0006672942736109749,0.0009373705834150314
79,0.0006646920667320003,0.000981294922530651
80,0.0006692016833141201,0.0009854569099843502
81,0.0006735972205146414,0.0012764098122715947
82,0.0006648746670269575,0.000990010518580675
83,0.0006705724680032888,0.0009129524230957033
84,0.000651828944683075,0.0009742689318954943
85,0.0006601982673660652,0.001062284130603075
86,0.0006793393585525575,0.0010922321118414402
87,0.0006530893752809433,0.0009678992442786694
88,0.0006365837743047808,0.0009556720033288002
89,0.0006344196249227055,0.0009111599065363408
90,0.0006375351890188747,0.0009021990001201631
91,0.0006334829892291398,0.0009193753823637963
92,0.0006270792152060838,0.0008938535116612913
93,0.0006246916094764334,0.0008995180949568748
94,0.0006206671966881048,0.0009120950475335119
95,0.0006212244634745549,0.0009354019537568092
96,0.000625731820454363,0.0009097091853618623
97,0.0006162757511998787,0.0008895603939890861
98,0.0006191586373282262,0.0009586107917129992
99,0.0006200709670293528,0.0010266762226819992
100,0.0006195888167521992,0.0009181044064462184
101,0.0006111244075610988,0.000872506108134985
102,0.0006113359551937854,0.0008900107815861703
103,0.0006122065738576358,0.0008905659429728984
104,0.0006114583401406398,0.0008876716718077658
105,0.0006172188603487171,0.0009063113480806352
106,0.0006082238110362506,0.0009334671311080458
107,0.0006131622634950231,0.0009424312040209774
108,0.000605651040057667,0.0009175173938274383
109,0.0006065590948355002,0.0008947994560003279
110,0.0005983399441007707,0.0009091422893106935
111,0.0006079602314800512,0.0009034314192831516
112,0.0006000171186494045,0.000889349915087223
113,0.0006150660089782028,0.0008803377859294415
114,0.0006017940821217709,0.0008777466602623463
115,0.0006019384523884196,0.0008879206143319608
116,0.0006049638156030997,0.0009049923159182073
117,0.000603814533010858,0.0008997284807264805
118,0.0006057951660429845,0.0009382050484418867
119,0.0005945899813878733,0.0008842142298817635
120,0.0006051236977342699,0.000877386424690485
121,0.0005996251692537403,0.0008708076551556588
122,0.0005997144540802378,0.000882171466946602
123,0.0006007417181476218,0.0009194810874760152
124,0.0005943141877651215,0.0008882069028913975
125,0.0005767909718341514,0.0008533754386007786
126,0.0005751781654162485,0.0008625618182122707
127,0.0005746229139507794,0.000854448601603508
128,0.0005726236544671606,0.0008862655609846115
129,0.0005736203833681638,0.0008664460852742195
130,0.0005730374670419537,0.0008514292538166046
131,0.0005670668038188434,0.0008591056801378727
132,0.0005697031490138319,0.0008514379151165485
133,0.0005705110484459361,0.0008477806113660336
134,0.000566711496622836,0.0008513467386364937
135,0.0005689248686931173,0.0008609399199485778
136,0.0005688671572286574,0.0008716694079339504
137,0.0005668101862805789,0.0008556465618312359
138,0.000567199387511269,0.0008499173447489739
139,0.0005669975500614917,0.0008768309839069843
140,0.0005639069637314218,0.0008575110696256161
141,0.000562433764094212,0.0008397586643695831
142,0.0005651022322842332,0.000856837909668684
143,0.0005622191629448875,0.0008462491445243358
144,0.0005618619625685644,0.0008462405763566494
145,0.0005613674760841932,0.0008734892122447491
146,0.0005623857628126613,0.0008748314343392849
147,0.0005616819272275831,0.0008470389060676098
148,0.0005601806963076356,0.0008549252524971962
149,0.0005596454759113124,0.0008429745212197304
150,0.0005608371413144909,0.0008517392911016941
151,0.0005586438613836883,0.0008496710099279881
152,0.0005608805012507517,0.0008422300219535827
153,0.000557500319402726,0.0008470864035189152
154,0.000558002806100689,0.0008527304045855999
155,0.0005581196947175948,0.0008454231545329093
156,0.0005591658295178022,0.000840800441801548
157,0.0005554128132882665,0.0009712065570056438
158,0.0005560584488462229,0.000868365354835987
159,0.0005562084986538183,0.0008409825153648853
160,0.0005563745488885973,0.0008373736403882503
161,0.0005565238047818669,0.0008331398479640484
